brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Kia,Optima S,2018,74000,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,15000
Mercedes-Benz,M-Class ML 350,2011,99200,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,11900
Volkswagen,Beetle 2.0T S,2018,36824,Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Red,None reported,True,23999
Acura,RSX Base,2005,186040,Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,At least 1 accident or damage reported,True,6700
GMC,Acadia SLE,2020,58000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,27700
Ford,F-150 Lariat,2020,31250,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,True,42500
Jeep,Gladiator Overland,2020,43000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,46500
Toyota,Tacoma TRD Sport,2020,41199,Gasoline,3.5 Liter,Manual,Black,Black/Gun Metal,None reported,False,41598
Kia,EV6 GT-Line,2022,22000,Gasoline,320.0HP Electric Motor Electric Fuel System,Automatic,Gray,Black,None reported,True,45000
Genesis,GV70 3.5T Sport,2022,12900,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,White,None reported,True,53000
Ford,Explorer ST,2022,10500,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Other,Black,Black,None reported,False,50000
MINI,Countryman Cooper,2020,74725,Gasoline,1.5L I3 12V GDI DOHC Turbo,Automatic,Black,Black,None reported,True,21612
Mazda,CX-5 Grand Touring,2021,61117,Gasoline,2.5L I4 16V GDI DOHC,Automatic,Sonic Silver Metallic,Black,None reported,True,26485
BMW,325 i,2003,142000,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,At least 1 accident or damage reported,True,4800
Ford,Mustang EcoBoost Premium,2019,31000,not supported,Electric,Manual,Gray,Black,None reported,True,34700
Toyota,Yaris L,2012,129355,Gasoline,106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,True,7950
Chevrolet,Express 1500 Base,2010,204000,E85 Flex Fuel,310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,At least 1 accident or damage reported,True,4900
Lincoln,Navigator L Select,2016,115600,Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,22500
Jeep,Wrangler Sahara Altitude,2023,1563,Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Gray,Black,None reported,True,62500
Bentley,Continental GT Base,2007,72166,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,True,35995
Lexus,RX 350 F Sport,2018,26100,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Red,None reported,True,37899
BMW,430 i,2017,58880,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,None reported,True,21000
Cadillac,Escalade Sport Platinum,2021,26000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,104000
Honda,Civic EX,2008,190640,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Manual,Silver,Silver,At least 1 accident or damage reported,True,5500
Porsche,Cayenne AWD,2020,37500,Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,59900
Ford,Mustang Mach-E GT,2022,13856,Gasoline,480.0HP Electric Motor Electric Fuel System,Automatic,White,Black,None reported,True,54000
Cadillac,ATS 2.5L Luxury,2013,225000,Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,True,13600
Lexus,LS 460 Base,2014,123256,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,24995
Cadillac,Escalade Premium Luxury,2021,11459,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,None reported,True,88900
Mercedes-Benz,C-Class C 300 4MATIC Sport,2016,67289,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,True,20490
Hyundai,Veloster Base,2013,56837,Gasoline,132.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Other,Silver,Black,At least 1 accident or damage reported,True,10500
Chevrolet,Corvette Base,2002,44168,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Orange,Black,None reported,True,30000
Mercedes-Benz,C-Class C 300 4MATIC,2019,59766,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Lunar Blue Metallic,Macchiato,None reported,False,26900
Kia,Stinger GT,2018,56300,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,True,29950
Volvo,S60 R,2004,167000,Gasoline,300.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Manual,Black,Beige,None reported,True,8000
Chevrolet,Silverado 2500 LT,2015,122770,E85 Flex Fuel,360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,Automatic,Brown,Black,None reported,True,27499
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,59271,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,54995
GMC,Sierra 1500 SLE,2015,102000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,True,24500
Chevrolet,Silverado 1500 RST,2020,40929,Gasoline,5.3L V8 16V GDI OHV,Automatic,Cajun Red Tintcoat,Jet Black,At least 1 accident or damage reported,True,44800
Porsche,911 Turbo S,2019,22000,Gasoline,580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,174900
Chevrolet,Suburban Z71,2022,19200,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,69790
Mercedes-Benz,G-Class G 550 4MATIC,2019,32376,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,128000
Porsche,911 Carrera,2023,19800,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,True,134900
Land,Rover Range Rover Sport HSE,2011,105000,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,10000
Ford,F-250 Lariat,2016,122650,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Automatic,Gray,Black,None reported,True,38900
Subaru,BRZ Limited,2022,14000,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Manual,White,Black,None reported,True,34999
Lexus,LS 460 Base,2008,100868,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,True,15397
Land,Rover Range Rover Sport HSE,2013,111000,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,True,15000
Cadillac,Escalade Sport Platinum,2021,38500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,True,94995
Nissan,Pathfinder S,2020,41250,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT,White,–,None reported,True,21865
MINI,Cooper S Base,2006,99600,Gasoline,168.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Automatic,Orange,Black,None reported,True,5500
Acura,ILX 2.0L w/Premium Package,2013,198000,Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Other,White,Black,At least 1 accident or damage reported,True,11000
Lexus,RX 350 Base,2021,20598,Gasoline,3.5L V6 24V PDI DOHC,Automatic,Atomic Silver,Gray,At least 1 accident or damage reported,False,42599
Porsche,911 Carrera S,2013,52044,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Manual,White,Gray,None reported,True,76500
MINI,Hardtop Cooper S,2022,23777,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,True,30000
Ford,F-150 Platinum,2018,60660,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gold,Black,At least 1 accident or damage reported,True,46900
BMW,i3 Base,2015,26000,Gasoline,170.0HP 0.65L Electric Motor Electric Fuel System,Automatic,White,Beige,None reported,True,14999
Mazda,CX-5 Touring,2018,61000,Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Other,Gray,Black,None reported,True,21800
Lexus,RX 350 F Sport Performance,2020,53750,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,None reported,True,32600
BMW,X5 M50i,2023,13735,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,Black Sapphire Metallic,Black,None reported,False,77897
Mercedes-Benz,E-Class E 300,2019,32580,Gasoline,2.0 Liter Turbo,Automatic,Obsidian Black Metallic,Beige,None reported,False,33998
Porsche,911 Carrera Cabriolet,2006,96275,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,At least 1 accident or damage reported,True,52500
Ford,F-350 Lariat,2015,162000,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Other,Red,Beige,None reported,True,32000
BMW,X3 xDrive30i,2019,92040,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Alpine White,Black,None reported,True,24999
RAM,1500 SLT,2017,73690,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,At least 1 accident or damage reported,True,27000
Toyota,Tacoma Base,2009,48750,Gasoline,159.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,Manual,Brown,Silver,None reported,True,17900
Cadillac,SRX Performance Collection,2011,124542,Gasoline,265.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,None reported,True,8450
Ford,Mustang GT Premium,2010,69000,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,20000
Dodge,Ram 2500 Laramie Quad Cab,2004,148000,Diesel,250.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel,Automatic,Black,Beige,None reported,True,19000
BMW,650 i,2006,122141,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,True,10500
Subaru,Impreza WRX,2012,106000,Gasoline,265.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,True,15000
Ford,Edge Titanium,2017,113294,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,True,16500
Kia,Telluride SX,2021,24423,Gasoline,3.8L V6 24V GDI DOHC,Automatic,Black,Black,None reported,False,44315
Tesla,Model S Long Range,2022,28000,Gasoline,670.0HP Electric Motor Electric Fuel System,Automatic,Gray,White,None reported,True,68750
RAM,1500 Rebel,2018,54800,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,True,37050
Ford,Explorer XLT,2017,161000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,True,17500
Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,28755,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,61350
Audi,Q5 2.0T Premium Plus,2016,52105,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Automatic,White,Beige,At least 1 accident or damage reported,True,20499
Nissan,Armada Platinum,2018,119950,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Other,Black,Black,None reported,True,20999
Mercedes-Benz,SL-Class SL500 Roadster,2003,80081,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,12500
Bentley,Bentayga V8,2021,24500,Gasoline,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,True,165000
Jeep,Gladiator Overland,2021,4100,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,55000
BMW,M2 CS,2020,9670,Gasoline,444.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Other,Blue,Black,None reported,True,103500
Dodge,Charger SE,2017,63250,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,True,18650
Lincoln,MKX Black Label,2017,69431,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,True,26500
Toyota,Tundra SR5,2015,108044,Gasoline,5.7L V8 32V MPFI DOHC,Automatic,Black,–,None reported,True,31380
BMW,335 i,2008,98000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Other,Black,Brown,None reported,True,13998
BMW,X1 xDrive28i,2019,52253,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Other,White,Black,None reported,True,34500
Ford,F-350 Platinum,2022,23850,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Automatic,Silver,Black,None reported,True,99750
Mercedes-Benz,Sprinter High Roof,2015,1500,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Automatic,White,Gray,None reported,True,39500
Dodge,Challenger GT,2021,40000,Gasoline,303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,32500
Audi,S4 3.0 Prestige,2012,38718,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,31000
Toyota,Tacoma TRD Sport,2018,84184,Gasoline,3.5 Liter,Automatic,Magnetic Gray Metallic,Graphite w/Gun Metal,None reported,False,35998
Mercedes-Benz,Sprinter 2500 Standard Roof,2021,13344,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Automatic,Red,Black,None reported,True,56500
INFINITI,Q50 3.0t Red Sport 400,2018,51850,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Other,Black,Black,None reported,True,28900
Porsche,911 Carrera 4S,2002,119500,Gasoline,320.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,At least 1 accident or damage reported,True,36995
Ford,Expedition Max Limited,2021,30918,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,51999
Chevrolet,Corvette Stingray w/3LT,2023,1100,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,None reported,True,92000
Mercedes-Benz,C-Class C 300,2019,40000,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,True,27900
Jeep,Grand Cherokee Limited,2005,100500,Gasoline,325.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,True,9998
Dodge,Charger SRT Hellcat,2020,54320,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,True,67000
Mercedes-Benz,C-Class C 300 4MATIC,2018,49000,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,23450
Porsche,911 Carrera S,2020,28000,Gasoline,443.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,True,134999
Porsche,911 GT3,2022,1750,Gasoline,502.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,275000
Cadillac,DTS Luxury,2007,130000,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Gold,Beige,At least 1 accident or damage reported,True,3499
Maserati,Grecale Modena,2023,3721,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,White,Red,None reported,True,69645
Mercedes-Benz,S-Class S 550,2016,78101,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,34500
Chevrolet,Malibu 1LT,2017,54000,Gasoline,160.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,At least 1 accident or damage reported,True,16000
Nissan,Quest SL,2011,185000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,True,7500
Mercedes-Benz,SLK-Class SLK 250,2015,49000,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,True,23500
GMC,Sierra 2500 Denali,2024,2043,Gasoline,401.0HP 6.6L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,81500
Lexus,RX 350 Base,2016,71750,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Brown,None reported,True,28000
Chevrolet,Corvette Stingray w/3LT,2020,5194,Gasoline,6.2L V8 16V GDI OHV,Automatic,Arctic White,Tension,None reported,False,87500
BMW,330 i,2019,42200,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,27500
Mercedes-Benz,GLC 300 Base,2020,42717,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gold,Beige,None reported,True,33500
Tesla,Model S 75D,2016,102260,Gasoline,518.0HP Electric Motor Electric Fuel System,Automatic,White,Black,None reported,True,31300
Chevrolet,Corvette Stingray w/2LT,2022,11089,Gasoline,6.2L V8 16V GDI OHV,Manual,Silver Flare Metallic,Adrenaline Red,None reported,False,80900
Jaguar,XF 25t Prestige,2018,37777,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Other,Black,Black,None reported,True,32500
Ford,F-150 XLT,2021,35921,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,Automatic,Antimatter Blue Metallic,Black,None reported,False,42995
Ford,Bronco Outer Banks,2023,1800,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Blue,None reported,False,54900
Scion,FR-S Monogram,2014,163019,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Black,At least 1 accident or damage reported,True,8900
Mercedes-Benz,C-Class C 300 4MATIC,2020,14220,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,True,35500
Chevrolet,Tahoe Premier,2019,48879,Gasoline,5.3L V8 16V GDI OHV,Automatic,Silver Ice Metallic,Jet Black,None reported,False,49573
BMW,M3 Base,2002,117200,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,15000
Ford,F-150 Lariat,2016,25000,E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Black,None reported,True,65000
BMW,i3 Base w/Range Extender,2014,74500,Gasoline,170.0HP 0.65L Electric Motor Electric Fuel System,Automatic,White,Gray,None reported,True,11499
INFINITI,G37 Journey,2013,33300,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,True,21990
Ford,Expedition XLT,2007,123921,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,6900
BMW,X3 sDrive30i,2021,12800,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Blue,None reported,True,39990
Aston,Martin Vantage GT Base,2015,21100,Gasoline,430.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,True,80000
Chevrolet,Tahoe LT,2009,104733,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,Black,None reported,True,15000
Ford,Transit-250 Base,2020,53000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,True,38500
Lexus,ES 250 Base,2021,17570,Gasoline,2.5 Liter,Automatic,Emin White,Black,None reported,False,39998
RAM,1500 Rebel,2020,63875,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Gray,Black,At least 1 accident or damage reported,True,41900
Ford,Maverick XL,2023,12500,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,Silver,Black,None reported,True,29999
BMW,Z3 3.0i Roadster,2001,103990,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Black,Beige,None reported,True,10500
Chevrolet,Camaro 1SS,2022,7000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,None reported,True,50000
Chevrolet,Corvette Stingray w/3LT,2023,9000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,True,92000
Pontiac,Solstice GXP,2007,7800,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,True,19000
Cadillac,XTS Luxury,2017,69289,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,True,20997
Toyota,Highlander Limited,2011,106000,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,True,16600
Lincoln,Navigator Reserve,2020,68000,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,True,55999
Toyota,Highlander Hybrid Limited Platinum,2019,13828,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT,Blue,Black,None reported,True,43000
Audi,A3 2.0T Tech Premium,2018,39600,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Other,White,Black,None reported,True,26999
Jeep,Wrangler SE,2003,92000,Gasoline,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Manual,Gold,Black,None reported,True,12500
Toyota,Tacoma SR,2022,5020,Gasoline,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,True,36500
